Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,2012,YEAR,STATE,LOUISIANA,22,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,1130000
SURVEY,2012,YEAR,STATE,MICHIGAN,26,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,2000000
SURVEY,2012,YEAR,STATE,MINNESOTA,27,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,7050000
SURVEY,2012,YEAR,STATE,MISSISSIPPI,28,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,1970000
SURVEY,2012,YEAR,STATE,MISSOURI,29,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,5400000
SURVEY,2012,YEAR,STATE,NEBRASKA,31,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,5050000
SURVEY,2012,YEAR,STATE,NORTH CAROLINA,37,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,1590000
SURVEY,2012,YEAR,STATE,NORTH DAKOTA,38,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,4750000
SURVEY,2012,YEAR,STATE,OHIO,39,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,4600000
SURVEY,2012,YEAR,STATE,SOUTH DAKOTA,46,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,4750000
SURVEY,2012,YEAR,STATE,TENNESSEE,47,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,1260000
SURVEY,2012,YEAR,STATE,VIRGINIA,51,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,590000
SURVEY,2012,YEAR,STATE,WISCONSIN,55,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,1710000
